User_ID,Intake
17146724,2387.0124
17490159,2179.1688
15501381,2965.0306
16736138,2582.7774
18493316,2302.1622
17497515,2859.1966
14364172,2614.374
14217831,2570.7444
10483147,2310.7296
18046507,3017.7686
12414011,2262.6228
10710546,2499.5484
16175343,3333.2082
12020646,2092.272
13611443,2956.4934
16383525,3265.4776
17841776,2838.5672
10735479,2819.3022
13117699,2403.1182
16042685,2111.6758
10315558,2829.1368
12304455,2235.45
15503276,2295.4893
10565624,2764.8936
12458510,2051.562
13885247,3075.0608
11572170,2336.3564
19911268,2631.45
12859596,2726.8794
15376017,2605.2384
19921858,2116.8444
19187230,1843.6488
10874559,2544.7032
11746700,2083.5156
10952850,2038.8511
16785115,2252.3964
14951529,2392.6798
13846186,2064.0906
10590765,2881.0886
15032837,2550.7902
15511677,2150.526
18148848,2919.8246
13172849,2602.9107
18401432,2066.4254
14857446,2771.99
12734403,3259.2294
11693744,2095.5961
10622381,2609.992
18548803,2010.7212
18119523,2991.9526
13991141,2137.6116
10677750,2382.0852
17724752,2605.0778
17047475,2721.7694
18908393,2757.699
19475479,2384.8224
10854360,3049.081
17425584,1926.636
15539064,2131.9103
14130669,2776.4912
15015988,3024.3836
13741485,2516.7534
13015812,2763.9934
13939844,2526.09
13135068,1861.7232
13286573,2855.6684
19246830,2261.6832
18976105,2797.4739
14714345,2859.6708
18319225,2396.1652
14775199,2485.6286
10074404,2233.1452
16366307,2577.6732
13945114,1784.6472
16749464,2022.948
18521428,2753.0308
10207737,2938.502
10722362,2153.6232
15316949,2216.7288
14920065,2644.5328
10809847,2358.4148
12363678,2273.4231
17804243,2385.1542
15862195,2899.0864
12555008,3021.5458
13788834,2129.4988
19113986,2194.17
19510192,2161.4352
15831321,2714.6434
14142930,2540.5524
16036236,2706.305
19962170,2456.0144
11390035,2356.1688
16163940,2461.3736
17847428,2911.7214
18908334,2477.6682
17029728,2340.5148
10082523,2743.2612
15505673,2619.8074
12679497,2224.788
17438788,2119.812
19382988,2341.0855
13632419,2938.411
12432246,2685.5478
19984594,2569.1976
14768524,2221.8468
18107311,2334.4958
11102823,3178.3836
11337714,2772.1811
15422663,2335.2888
10201123,2603.9436
10310404,2793.0924
17001911,2132.1396
13586767,2545.5724
11312954,2586.577
19873304,2667.4886
10331021,2892.1548
10566369,2927.4014
19286727,1962.522
19845852,2034.5819
18971121,2595.8114
16784301,2847.425
15158798,2745.3608
12730658,1980.3849
16649627,2735.7928
16205668,2838.5799
15013894,2199.5544
12286808,2249.9928
10485469,2394.4662
13340241,2029.4244
14093741,2187.5269
11983925,2949.7624
11222672,2549.7108
17862213,2596.488
18184462,2511.6078
14919629,2499.783
17551112,3075.198
17567644,2322.1872
17752929,2483.9334
18452221,2593.3296
15176055,2554.9932
10836299,2751.5866
14734299,1974.7644
10567350,2831.0366
13304804,2031.0264
10638410,2549.5795
13464795,2550.7902
13693397,2468.96
14347203,2531.3414
13541948,2305.205
12431875,2412.516
18290984,2835.0882
15699085,2530.836
17286230,2599.8532
12037170,2571.8412
15295331,2560.7806
13302612,2563.5896
14255616,2695.1548
12824130,2766.8459
12481603,2417.3162
17977871,2413.2992
10164017,2627.6244
13155595,2014.3788
11627255,2763.0778
12530320,2220.0036
14132143,3256.918
14940695,2045.1132
17806572,2444.9789
14971780,3170.51
16691239,2965.0082
15563989,2326.3272
10679574,2624.482
10176870,2722.6458
19455108,2388.2316
18145627,2541.0099
13361025,2554.7376
19596964,2618.0856
18120047,2376.0228
19554783,2786.2614
17873138,2099.556
12940540,2238.2682
12338218,2497.7641
11860761,3062.4944
16221860,2190.858
14662956,2280.3469
15359537,2833.8193
19371363,1780.2384
16364264,2712.1948
15285889,2246.3938
11844111,2664.2736
10907293,2898.0926
12870966,2521.9519
17244789,2937.0838
11185950,2253.4204
15381308,2480.5482
16193075,2930.334
19166163,2963.177
14314848,2605.1452
11718003,2581.2636
17985735,2795.352
12701312,2287.6646
10377282,2899.4756
18979629,2483.3368
15987356,2839.1286
15694837,2570.8371
10160535,2350.0414
19295195,2562.1492
19318394,2720.7869
19941237,2333.6652
19326172,2343.6907
13422365,2491.1328
16412866,2195.238
12961279,2182.9476
15322514,1967.8524
18742025,2521.8452
19370901,2291.706
16152838,2472.6856
11589040,2254.336
18394669,2556.0752
19783354,2755.4786
15351545,2409.18
12132600,3221.393
12811109,2803.6694
13079051,2978.6498
13156882,2527.6202
15720905,2300.8356
11372824,2874.662
10352361,2499.322
13705651,2424.4728
16859377,2829.974
15352402,2768.5406
11626397,2585.9328
13744758,2815.6086
15704485,2813.9904
11639090,1915.38
17172875,2784.6658
12219500,2379.2016
17495765,1964.316
18147320,1912.5312
19057565,2440.802
16697741,2734.6942
14165839,2310.3822
11217409,2607.7987
11023789,2698.683
16838492,2251.8899
15162283,3254.125
16886509,2273.649
15281529,2593.192
13550814,2803.7867
15912232,2154.4032
17844052,2638.6276
12876943,2132.102
10280911,2105.4672
19287036,2893.1812
14893331,2256.1643
12514678,2052.6348
16685296,2734.9647
12746799,2451.0816
10986379,2619.8354
12209289,2100.0156
10374360,2876.2426
19857904,2223.9588
14899078,2014.87
18109896,2858.2974
10658315,2143.2768
16614243,2471.2818
11307336,2064.4416
16566416,2455.4075
12128736,2074.3224
14876896,2712.1848
14351379,2007.3924
17184236,2380.35
18004108,2274.688
14000981,2031.6712
15744897,2248.4364
14503730,3033.471
12911778,2569.504
12810704,3175.4216
15842647,2321.438
17928110,2351.0088
16245947,2203.4892
12746398,1799.4964
15409745,2377.2204
11889909,2716.4943
11023601,3088.8634
13200163,2769.0978
14234232,2349.6551
10466078,2553.8552
16901821,1993.7448
15818779,2616.8364
13074999,1905.0798
14418208,2472.4294
17837201,2536.6488
18884271,2618.4496
13959790,2239.9212
11082105,2685.2308
19999394,2025.6696
18509951,3079.3503
13943690,2504.7876
12488317,2271.8962
19386173,2462.5452
13439081,2483.8645
10710630,2692.6606
19057536,2276.376
15596079,2507.4938
17437832,2333.3609
10925383,1964.166
15350635,2159.64
19447279,2705.0758
10199291,2330.7128
11037310,2615.132
17386243,1690.3596
17568474,2990.1885
14116675,2346.8757
12553644,2413.6177
13816392,1811.3196
16427125,2717.0472
14856859,2422.5948
15173138,2067.6461
16489177,2525.3319
14701673,1865.2884
11952276,2980.8254
18146668,2425.3272
11529339,2401.9608
13721168,2018.471
17327058,2859.4943
10712255,2915.7336
11647949,2747.3979
11326795,1999.4208
10121663,1800.2832
12242593,2559.4534
17167096,2911.3784
12398043,2810.2477
15869217,2462.7577
15608003,2735.3802
15148449,2668.6814
10083227,2309.4316
11341405,2648.8826
17415559,2191.5264
12355386,2137.0544
10029283,2390.9676
10483979,2438.3372
17175333,2616.1604
16115051,2505.9801
16616022,2350.985
19263430,2133.0468
17570700,2019.0264
14210556,2771.8834
11031105,2266.9192
18517438,2644.5692
13263452,2398.8818
17636680,2319.1872
15998462,2349.6551
10923384,1822.4484
10719211,2111.748
14807514,2233.7424
15046678,2406.5938
18818959,2857.4754
15142192,2368.1686
11682404,2690.541
19330869,2282.6148
15546601,2623.2713
10425714,2625.329
18936440,2966.5961
17396723,2974.6548
17061308,2328.8915
12777154,2705.759
19349772,2390.046
18368929,2639.2821
10927426,2269.9495
11120168,2504.8618
14150444,3245.8846
18829534,2382.7596
15386312,2459.9106
10326650,2411.6328
16735987,2361.8184
16154968,3206.9268
18233908,2766.9362
17734647,2326.9752
11814565,2624.734
16650415,2774.9988
16392133,2441.7926
19531492,2856.5844
14513854,1939.2924
14212755,2093.5872
15572882,2570.778
12989515,2253.4212
16566986,2558.8122
17475896,2690.436
14839482,2837.17
11732358,2336.1026
11729396,2573.4744
12059109,2429.0916
11127484,2684.178
16208945,2361.8252
16089746,2572.2775
11949730,2019.2616
12945677,2967.9608
14739798,2400.2104
14908200,2725.31
13628657,2998.3814
11282751,2086.266
16380066,2492.3556
15480584,2273.9436
17131884,2384.9784
11282393,2111.8916
11400717,2092.0212
14759700,2629.6774
10742434,2211.1572
13889235,2619.8289
11210225,2340.4728
15183212,3176.1408
15089940,2283.9024
19007638,2397.304
16665718,2419.7394
18904172,2340.0216
12895547,2471.8764
14727757,2678.4056
15688519,2432.0452
14525296,2712.332
13531444,3005.5228
15851748,2596.1726
17757572,2199.8028
19102149,2242.0188
15160402,2559.6886
11505365,2248.662
15488420,1853.7492
13804351,2923.074
17178684,1832.1108
17169981,2127.15
13293552,2768.1136
12004059,2502.2556
16515805,2238.4536
14743686,2475.1972
19241040,2259.4455
10111843,2291.8272
16422754,2321.3424
10894310,2666.2146
13602949,2429.8008
10382399,2173.3212
18594088,2458.1904
17461948,3104.3824
10837809,2467.3194
14604646,2510.6016
17332364,2707.1028
14091044,2652.221
14589218,3047.7538
16684195,2284.6548
13041261,2046.8136
13903450,2326.7192
15254554,2602.0176
16463021,2337.4416
13101491,2850.5386
17390229,2628.6923
17252426,2503.6092
18795135,2618.3934
14978264,2587.5804
16716392,2617.111
11847392,2506.4936
16402578,2573.6634
18747756,2445.6336
15592605,2450.7966
14298031,2346.9758
19230637,2734.3693
12748523,2371.44
15091309,2558.5512
13676898,2578.8812
14175143,2284.0468
19959990,2079.3331
18764725,2199.0137
18190914,3004.47
16994274,2139.4116
19017641,2536.469
13269063,2186.938
12825803,2420.5888
12404748,2900.2078
19889686,3031.9744
17373549,2100.2345
12652678,2206.6674
15607712,2744.4014
16652585,2506.9786
17475382,2041.0234
14469039,2268.8424
17475598,2450.6556
19044146,2673.7087
15464679,2614.4092
17550893,2406.5832
13148729,2432.6288
15057307,2498.7984
10491902,3052.6524
11291448,2323.4328
13714424,2721.7358
16058577,2950.3464
11194446,2846.0406
11292568,2765.6216
14980446,2905.084
13124043,2419.0296
12030616,2930.1441
18456986,2349.0908
16000348,2312.3594
17448700,2411.4006
14976657,2645.202
15048165,2487.0521
16518456,2564.5529
17388343,2366.7828
14503274,2899.559
17077938,2306.7864
17280595,2493.2304
15310841,2514.6366
16091848,3079.1124
19241743,2341.1766
19330010,2629.4254
16312785,2812.3354
11939048,2202.6168
13645476,2448.4538
12302947,2352.6178
12935967,2874.046
17021929,2722.8279
12072919,2394.7992
19682415,2343.2513
17719877,2094.5067
12000110,2441.9928
17014420,2907.212
10654238,2206.0038
11341181,2113.1808
13263201,2374.1809
10753894,2995.6082
18676028,2519.7705
17220443,2004.0345
10097220,1946.9052
10311591,2088.8892
16913565,2629.403
12065881,2139.9651
14978910,2937.7012
15182279,3274.4054
16256574,2346.0976
13763873,2460.9354
18600096,2219.5432
16468967,2271.7848
12659452,2878.0076
12868053,2252.0088
16252432,2260.245
13467771,2031.5172
15039984,3124.2498
14178497,2484.82
16270792,2668.7962
15708155,2579.0926
12660693,2361.2732
13681001,2930.0596
19876880,1954.7724
16865355,2069.9424
11272113,2156.7039
13228655,2557.6446
17863685,2503.2564
14272817,2466.3288
18676471,2186.2356
10500591,2239.9468
14519582,1748.25
15927085,3102.6422
19674610,2001.4992
19382612,2518.3914
11858495,2626.3296
14525242,2963.493
11948938,2487.5578
15046022,2193.66
11846177,2539.222
10910225,2597.4492
12720868,2887.0829
16969672,2113.1082
13686861,2061.5476
15028308,2391.6732
17100459,2528.0556
15794029,2541.1232
18903525,2402.49
18088844,2850.4606
16375565,2429.8365
14451187,2291.2302
19252517,2253.9933
19954897,2347.7316
14386991,2211.5136
14863545,2447.0268
15511586,2394.8388
15022966,2289.1404
12871421,2689.351
18057181,2465.5148
10058690,3075.541
18871900,2782.9997
11027975,2501.2656
19085313,2381.6676
17143275,2132.3783
18864632,2278.572
12769000,2566.2742
16156697,2266.9692
10131926,2882.355
17046316,2601.2952
11896131,2271.7848
19460187,2563.998
19354925,2334.234
12870156,2074.1952
11443833,2934.2222
18272188,3204.1576
12778129,2399.1044
11345999,2718.9008
16908484,2155.1832
13582524,2613.8424
17331963,2167.3812
18986390,2571.7705
17452289,2243.706
10426349,2149.017
14384732,1845.3996
15998213,2647.5344
15533272,2393.5236
17072398,2815.3804
17211149,2281.123
19713210,2737.5998
13815395,1952.7828
18267525,2362.4028
16508917,2354.7804
10445424,1871.4192
11570934,2515.1633
14160023,2578.772
12574867,2544.8722
16646989,2619.6014
15292175,2314.2561
10324121,2196.8926
10341991,2638.1698
15072374,1979.952
14854168,2380.8816
10363700,2864.2712
16488458,2571.0678
10613350,1922.5104
18890018,1940.6156
16378171,2751.3906
11333721,1898.3112
14838024,2714.8954
13719219,2572.1332
16160546,2278.9476
13806865,2812.5006
14611370,2850.6982
19468881,2425.038
17145803,2096.8344
10404148,2100.2724
14110534,1945.4929
10361640,3083.3698
12017526,2110.218
18011722,2136.8165
14106041,1845.0172
18893096,2974.4848
16929000,2507.8668
16539107,2151.576
11690321,2339.4574
12149605,2461.8696
18950001,2273.8742
10463486,2942.2172
10034058,2065.4686
12133833,2363.8186
11698813,2375.4732
18175714,2851.9344
15376428,1865.0688
17923841,2487.7368
13894704,2237.4212
10502259,2681.4998
19545737,2811.6242
14522123,2375.7188
11352174,2542.8754
11598389,2602.59
16405106,2935.779
19928569,2313.0354
16724437,2530.7268
11648375,2173.1652
10283089,2084.9543
13230524,2361.6816
13440939,2779.7692
19906933,2429.9197
12429563,2556.1523
13387471,2119.098
10196677,2393.4261
13848583,2647.5092
12388580,2810.5658
19737155,2398.7652
10096522,2301.7865
12690065,2771.2035
15764363,2956.0752
19509994,2411.9173
12106575,2334.9504
12578905,2406.462
15253251,2283.2264
17312164,2583.5043
17930508,2115.4368
17385529,2866.8252
16333757,2302.4144
17619111,2376.8076
11462734,2309.8728
16428584,2101.938
11676381,2127.6036
15905404,2108.784
16077406,2208.528
15603034,2228.8227
17301298,2608.4828
10921184,2431.793
17253275,2455.8521
16154164,2745.5184
15710102,2543.3072
15768703,2498.43
16031078,2493.0243
10583671,2707.4712
19226537,2812.2444
16991735,2148.6036
18566703,2651.3998
12079828,2141.7372
16254780,2119.2888
11678057,2794.35
18447804,2587.9685
16954889,2306.7005
13964681,2519.8544
10562379,2464.704
19653903,2416.4294
16897876,2140.7652
12808543,2333.3817
19941820,2320.8514
11769784,2666.248
11583997,1893.9948
16271091,2159.9214
12523601,1666.638
18481194,2378.5342
18165149,2839.62
16100787,2393.64
12924695,2024.666
17557307,2565.15
14526211,1900.686
10530197,2813.8825
18293094,2158.2168
10687000,2241.5806
17887624,2264.3054
13510620,2079.546
16994106,2628.9588
18591421,2555.7896
16583091,2569.7602
15814407,3030.3574
14353562,2768.2278
13396008,2350.9382
17761956,2310.087
13685979,2101.5852
12562714,2110.6319
16106250,2365.1355
14912530,2254.4412
12790385,2386.5816
17483493,2535.1968
12412298,2346.4616
14806334,2378.3184
16636721,2676.3396
12295344,2160.0215
10413805,2397.1344
18284780,1939.9094
13481966,2850.9964
16130359,2354.556
18648123,2629.655
12006675,2566.9904
10260043,2044.8456
13646159,2527.7686
18331223,2258.3652
18050793,1672.2024
19851050,2366.2164
12411828,2500.5876
17590100,2248.5106
14923338,2246.1998
19385382,2471.97
16178848,2180.5728
17768835,2205.427
11874293,2820.1308
14267850,2964.7338
11685376,2212.3595
11544557,2501.0414
11483730,2799.8152
18728608,2559.9769
15309902,2735.4544
19069422,3058.6699
10699781,2669.4924
12346765,2349.1764
13460239,2117.6428
19127767,2086.3296
19623536,2472.9082
13724595,2613.7538
14724770,2546.9067
19058297,2226.2268
10530300,2408.6342
17120461,2264.2718
17188766,2768.2102
17918574,2851.1686
13251809,2711.8182
18278454,2469.3045
11963638,2234.6506
17277065,2478.6924
15906490,3049.1958
16325355,2537.0716
11519009,2314.7943
11721128,2355.8388
10554747,2735.2403
12530660,2255.5008
12263999,2838.1756
16435736,2466.5088
15813794,2234.4127
15715378,2138.2644
18476144,2362.3978
19085705,2177.0983
19890878,2259.0698
10241519,2516.2776
12793069,2742.6602
15330323,2745.6975
15647467,2353.4928
19743732,2913.5302
18618078,2411.8704
17503482,2642.4958
10028780,2614.0803
17164452,2147.8284
17551114,2719.1515
15987630,2615.5584
16509162,2344.2204
12421249,3153.8458
12429676,2627.4378
13172958,2592.2962
14414496,2554.9536
12964208,2609.054
18883192,2196.7404
16871011,2380.1832
16807137,2826.5958
11476534,2707.4712
18036473,2922.5352
18168592,2202.538
12698942,2182.1898
17549375,2246.8608
12619351,2669.093
19125737,2399.0376
15417547,2643.3784
18723537,1973.9484
12341136,2259.5456
12609769,3482.745
13460467,2191.2072
17926631,3417.9908
17050506,2589.8236
10763040,2420.7516
15920115,2384.4016
15019770,2758.9822
10583829,2422.9704
13053708,3182.6872
18147883,2044.4928
10662184,2542.7206
10151428,2431.4953
16131570,2502.8934
17136693,1848.9708
15482468,2792.6542
16819144,2509.4594
12768402,2366.0568
12980735,2449.1516
12694662,2771.99
11962233,2028.8047
13218598,3121.0228
11455433,2193.7704
10529633,2178.2124
13044360,2689.1676
18294429,2221.2576
13873228,2042.2416
12006711,2208.3659
15172637,2313.8808
16890948,2699.739
18813111,3055.7184
17883082,2707.3634
18226303,2338.206
10424923,2801.715
15492056,2779.1694
19245364,2029.8168
15091991,2294.4649
14662485,2625.9758
14180543,2299.9584
17911757,2307.9823
16821445,2248.5762
12520261,2112.1594
11897253,2105.2863
16684429,2277.8743
12734223,2971.3026
18790504,2236.7674
19896062,2221.8924
13073159,2199.043
18079088,2408.5594
17191800,2188.1472
17352375,2333.9979
16953277,2598.0332
11923028,2299.5852
13270565,2601.242
14843952,2467.8724
11007329,2553.2416
16662695,2707.3634
10264634,1753.3776
10479179,2106.0624
18282322,2592.4464
10285556,2390.0712
11375991,2388.3028
14285460,2258.2518
13851025,2548.0741
13725302,1916.322
14861386,2341.4258
19872887,2559.2112
10211651,2738.6619
11972182,2178.1608
15579682,2314.7784
11371337,1978.4532
17220466,2623.2713
12917234,2731.9152
17081401,2264.7282
14556630,2951.7782
19449486,2190.7656
11526566,2596.4705
11569838,2700.1923
12262135,2118.4254
17486297,2784.8002
16644341,2275.5516
16048075,2276.3172
17859714,1912.6884
11789688,2259.498
12321468,2230.104
10344316,3134.7792
19123344,2197.116
14474568,2626.7412
19836836,2356.5659
17177794,2545.9938
11702467,2695.7616
19390875,2099.3712
11473760,2911.2278
12031314,2663.2944
17784068,2279.7912
19352299,2037.3648
17321957,2486.9884
11728393,2276.1046
15770843,1949.0268
18875049,2524.4388
19896812,2671.0614
18146125,2724.4168
11673300,2224.1676
13122222,2146.2792
10769898,2541.2725
11267173,2453.1766
18725130,2913.5873
14316328,2003.2152
13460654,2588.8368
15056843,2244.2388
17759646,2486.658
18498182,2992.2503
13126814,2344.9236
15438943,2628.5076
12142970,2260.6536
10145022,2565.056
15217102,3195.3908
18734065,2573.0726
13100619,2178.7571
19941033,3057.4586
14747428,2717.253
14095043,2928.5788
16438829,2145.1464
14971039,3008.3844
11973957,2504.502
11378800,2236.5096
18881969,2945.4804
13807859,2171.5356
17921612,2535.8944
13979985,2820.8115
15630986,2514.5442
15481999,1943.6651
11093186,2029.4677
10250780,2443.6893
14693952,2906.2332
14193376,2395.6824
13725532,2533.4736
18537428,2998.0608
16352651,2147.8332
11090303,3094.0588
19038048,1820.6052
12503152,3008.4886
10964398,2102.6382
18218453,2330.8194
10800990,2473.2604
13581119,2594.8916
15060881,1949.1862
15183337,2801.61
10601792,2936.2368
18750212,2430.4284
12626916,2351.676
15800905,2518.068
15814922,2021.474
15971438,2348.983
13421628,3016.601
10698004,2519.342
18797618,2537.4692
17403075,2033.3604
17272538,1870.3848
16014802,2841.6346
15868612,2918.6016
14034778,2473.2972
12801794,2663.7674
16829670,2508.6672
17901486,2571.5292
11290722,2013.0672
13775465,2462.9514
12113548,2729.3747
14951216,2615.977
13032527,2544.8033
17280545,2876.9608
16535331,2225.8356
14028377,2100.4046
19455241,2211.1236
14320607,1984.4532
11772753,2809.2064
17066422,2579.9158
12841523,2780.7626
14682069,2065.368
13783030,2721.0526
11933707,2649.2872
16402304,2353.8336
19363282,2165.4864
16991682,3065.0354
17492547,2535.6266
16971500,2210
13086636,2722.6458
15439851,3043.656
19633240,2311.9866
15922334,2667.4128
10589768,2691.7202
19091100,2237.0784
11569781,2815.449
12011673,2023.5085
16677930,2441.2296
14651283,2433.0708
15934377,2345.4171
10877907,2481.1436
16581155,2999.4341
12831258,1944.8724
10899952,2145.834
16247462,3056.0628
15391819,2343.0168
19676857,2447.0484
13044466,2488.386
10381933,2495.6372
16171290,2271.1374
12150397,2553.1727
17181471,1956.3661
13987360,3036.95
11800007,2886.429
16833337,2132.8272
19359534,2776.102
13395260,2950.3578
15740792,2474.0328
17566450,2102.2428
13806415,2019.2556
19986370,2577.8102
13531149,2721.9361
19025353,1966.0728
13571433,2404.059
18821278,2398.4842
16616757,2287.3896
13544263,2623.1646
17341420,1805.4084
19962435,2074.826
17360501,2357.0124
17813684,2930.0012
19315734,1805.472
13761965,2417.46
10244000,1998.7942
16578345,2425.7786
18708916,1991.7948
11877816,2731.3762
15070037,1682.0832
11743129,2440.5516
16843490,2648.401
18557816,2833.0736
11658955,2487.9023
10414602,2570.7374
10834489,2848.944
15919796,2515.1064
13019750,2711.5205
11362951,2741.2554
16187872,2627.844
19238785,2828.5872
13005855,2276.8538
12393209,2490.7077
18678172,2967.9351
13790614,2212.596
18548442,2543.3156
10162683,1950.0689
17079569,2363.778
10356022,2168.3634
17538416,2304.6492
13843078,2534.504
13808692,3234.2338
16540682,2401.4112
16259836,2451.3762
11876292,2535.939
18905927,2892.9292
17553234,2855.7802
19999257,2444.0546
11560169,2731.113
18695270,2658.4909
13945472,3026.5354
17762788,2575.9958
17166077,3218.3942
10014515,2196.2088
19540261,2677.654
19091879,2540.9412
17993440,2492.8124
10890600,1941.96
13132405,1894.9515
14325469,2801.2796
19738383,2259.15
14194141,2663.4647
18516704,1965.8376
18849982,2148.336
14435938,2522.9724
14647387,2671.291
14468088,2872.7412
11400795,2627.7328
13710236,2306.2624
16920179,2050.7886
14466129,2145.474
13989217,1922.9208
15521491,2128.326
16769607,2755.5696
15025623,2080.2912
17045391,2864.7658
18752401,2059.4457
17714049,2817.1296
13538142,2481.0162
12491906,2268.1008
14909400,2529.5608
18270999,2027.9136
17290797,2568.1964
12068542,2461.8696
15115613,3088.1292
17755264,2541.6339
18387980,2280.2304
14704939,2299.992
17526765,2273.8646
16738758,2393.5562
12135008,2393.4264
14330210,2535.4914
14230580,2272.1153
19108636,1898.0916
12671365,2722.2482
17906117,2642.8376
17296410,2568.1461
12450071,2484.2714
15242219,2559.361
19649423,2688.504
14641755,2323.7396
11886308,2301.992
19611376,2579.6264
19894655,2943.0674
15946455,2507.6766
10655510,2217.4392
11167982,2796.3754
17870994,2801.532
17841249,2426.0628
12642495,2738.0249
14766422,2598.505
17909635,2103.2424
19211851,2098.464
11119175,2647.6086
15451811,1921.8228
16323163,2402.0532
14545588,2077.7055
18357633,2691.9368
12259016,2665.1562
18746467,2646.6518
15284867,2599.9218
16212488,1781.4576
18720583,2524.8902
18821136,2906.3258
15269624,2771.3406
18231632,2617.0368
17079427,2685.9612
12860454,2277.0624
10580116,2286.9509
10877086,2946.7886
19488650,2125.1676
18307612,2523.6996
15264601,2427.2261
19990709,2775.6442
16502345,2228.4168
15159011,2014.3253
13301978,1924.0416
14185686,2093.7768
13033070,1889.184
13795382,2191.1124
15538369,2613.8775
12283845,2295.6765
18376618,2489.7925
15585440,2977.6432
17795018,2317.2366
13777224,3178.3374
13077831,1847.7168
19841917,2570.9208
12416063,2345.8092
11263414,2728.9724
10906559,3078.3802
17148037,3015.3648
10871405,2629.9532
10252570,2272.9772
13452052,2003.4636
18472321,2818.8132
13438528,2526.8124
12695869,2320.5533
17350386,2251.5519
17571120,2206.7006
17164355,2407.6812
16312147,2346.6235
19566400,2675.686
11028954,2521.9712
18713617,2204.4737
16435400,2825.6787
13266243,2750.629
